OBJECTID,RESP_ID,YEAR,INTERVIEW_DATE,RESP_STATE,RESP_COUNTY,ZIP_CODE,ZIP_CODE_POP_DENSITY_QUINTILE,RESP_AGE,RESP_GENDER,RESP_COMBINED_SEX_BY_AGE,RESP_RACE_WHITE,RESP_RACE_BLACK,RESP_RACE_ASIAN,RESP_RACE_INDIGENOUS_AMERICAN,RESP_RACE_PACIFIC_ISLANDER,RESP_RACE_OTHER_RACE,RESP_RACE_UNKNOWN,RESP_RACE_DECLINED,RESP_RACE_OTHER_RACE_DETAIL,RESP_ETHNICITY_HISPANIC,RESP_COMBINED_RACE_ETHNICITY,RESP_BIRTH_COUNTRY,RESP_COMBINED_RACE_ETH_BIRTH,RESP_COMBINED_RACE_BY_AGE,RESP_RACE_BY_EDU,LANGUAGE,RESP_EDU_LEVEL,RESP_EDU_4_CATEGORIES,RESP_COMBINED_SEX_BY_EDU,RESP_COMBINED_AGE_BY_EDU,HH_INCOME,HH_ADULTS_COUNT,HH_18_OR_UNDER_COUNT,HH_WITH_KIDS_5_TO_18,HH_K_12_HOUSEHOLD,HH_MOBILE_INTERNET,HH_WIRED_BROADBAND,HH_SATELLITE_INTERNET,HH_DIAL_UP_INTERNET,HH_ANY_INTERNET_ACCESS,HH_CP_LANDLINE,HH_LL_CELL_PHONE,HH_LL_SMARTPHONE,RESP_LL_CELL_PHONE,HH_COMBINED_PHONE_ACCESS,HH_COMPUTER,HH_TABLET,HH_WITH_KIDS_COMP_PROGRAMS,HH_WITH_KIDS_INTERNET_PROGRAMS,HH_INTERNET_INTERRUPTED,RESP_AWARE_PHLCONNECT,RESP_AWARE_FREE_INTERNET,RESP_AWARE_FED_PROGRAM,HH_DISCOUNT_INTERNET_SIGN_UP,HH_ABILITY_TO_KEEP_INTERNET,HH_NO_DISCOUNT_INTERNET_REASON,HH_NO_DISCOUNT_INTERNET_OTHER,RESP_INTERNET_SATISFACTION,HH_NO_BB_REASON_INTERNET_COST,HH_NO_BB_REASON_COMP_COST,HH_NO_BB_REASON_SMARTPHONE,HH_NO_BB_REASON_OTHER_LOCATION,HH_NO_BB_REASON_UNINSTALLABLE,HH_NO_BB_REASON_PRIVACY,HH_NO_BB_REASON_TECH_COMFORT,HH_NO_BB_REASON_NOT_WANT,HH_NO_BB_REASON_DEBT,HH_NO_BB_REASON_OTHER,HH_NO_BB_REASON_PRIMARY,RESP_NO_BB_PAST_INTERNET,RESP_BB_COST_LIMIT,INTERVIEW_PHONE_TYPE,RDD_TYPE,STATISTICAL_WEIGHT
435,12017132,2021,24-Jun-21,1,1,19107,5,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,2,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,1,1,2,2,#NULL!,97,know they are accesable for a blind person,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.4494
436,13000712,2021,30-Jun-21,1,1,19143,4,3,2,9,1,1,0,1,0,0,0,0,,1,3,1,3,8,8,9,4,3,5,5,8,2,3,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,2,1,1,2,2,2,2,#NULL!,#NULL!,#NULL!,,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.904
437,13001236,2021,21-Jun-21,1,1,19146,5,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,3,6,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,1,2,1,2,#NULL!,5,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.61
438,13002818,2021,25-Jun-21,1,1,19145,2,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,3,6,9,2,2,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.5757
439,12029029,2021,23-Jun-21,1,1,19141,3,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,2,1,1,2,0,2,2,2,2,2,2,#NULL!,1,,3,2,2,4,4,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,2,2,2,2,2,2,2,3,2,3,1,2,0.828
440,13009334,2021,20-Jun-21,1,1,19146,5,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,3,3,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,1,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.2646
441,13008467,2021,16-Jun-21,1,1,19107,5,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,8,4,3,3,9,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.2646
442,12037443,2021,6-Jul-21,1,1,99999,,3,2,9,0,0,0,0,0,1,0,0,HISPANA,1,3,2,3,8,7,10,2,1,4,4,3,2,2,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,2.6956
443,13002805,2021,22-Jun-21,1,1,19106,3,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,3,9,9,2,2,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,1,1,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.2742
444,12050250,2021,25-Jun-21,1,1,19130,5,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,6,2,0,#NULL!,0,8,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,0.4514
445,12026746,2021,24-Jun-21,1,1,19148,2,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,1,9,3,2,1,4,7,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.6782
446,12013062,2021,25-Jun-21,1,1,19144,2,4,2,10,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,6,4,6,6,5,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,1,1,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.7525
447,13002457,2021,19-Jun-21,1,1,19143,4,3,2,9,0,0,0,0,0,1,0,0,puerto rican,1,3,1,3,8,9,9,6,4,6,6,2,1,0,#NULL!,0,1,2,2,2,1,2,#NULL!,1,,3,2,1,#NULL!,#NULL!,#NULL!,2,1,1,2,#NULL!,2,,#NULL!,1,1,1,1,2,2,2,2,2,1,3,1,2,1,3,0.3846
448,13008843,2021,21-Jun-21,1,1,19154,1,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,3,6,8,3,2,1,1,1,1,1,1,1,2,#NULL!,1,,3,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.7614
449,13010378,2021,19-Jun-21,1,1,19135,2,4,2,10,0,0,0,0,0,0,0,1,,9,9,#NULL!,9,99,99,9,8,4,6,6,8,3,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,3,0.3619
450,12030419,2021,11-Jul-21,1,1,19135,2,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,2,9,5,3,5,5,4,3,2,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,1,4,2,2,1,1,1,1,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,1.0059
451,12053279,2021,1-Jul-21,1,1,19149,5,3,1,3,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,11,10,45060,1,1,1,4,3,4,1,1,1,1,1,8,8,1,2,#NULL!,1,,3,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1.4876
452,13007458,2021,6-Jul-21,1,1,19148,2,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,6,6,8,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.4781
453,13000882,2021,25-Jun-21,1,1,19132,3,3,1,3,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,5,9,4,3,2,5,1,5,6,2,0,1,2,2,2,1,2,#NULL!,1,,3,2,2,4,4,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,2,2,2,2,2,2,1,2,1,5,1,3,1.6234
454,13006368,2021,11-Jul-21,1,1,19115,1,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,3,6,9,2,2,1,1,1,1,2,2,1,1,#NULL!,1,,2,1,1,4,4,2,2,1,2,2,#NULL!,3,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.6929
455,13007270,2021,25-Jun-21,1,1,19143,4,3,1,3,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,5,9,4,3,2,5,7,2,5,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.3042
456,12049004,2021,2-Jul-21,1,1,19125,4,3,3,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,1,9,3,2,1,4,98,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,8,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.8401
457,13002028,2021,20-Jun-21,1,1,19145,2,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,3,3,7,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.4298
458,12030731,2021,17-Jun-21,1,1,19126,2,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,4,7,4,2,0,#NULL!,0,1,2,2,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,1,2,1,2,1,2,1,1,1,5,1,2,1.3568
459,12002466,2021,25-Jun-21,1,1,19131,1,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,5,8,99,2,3,1,1,1,1,2,2,1,1,#NULL!,1,,2,1,1,3,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,1,2,0.6847
460,12044460,2021,11-Jul-21,1,1,19133,5,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,8,4,3,9,6,2,0,#NULL!,0,2,1,2,2,1,1,#NULL!,1,,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,1,2,0.2765
461,12042190,2021,25-Jun-21,1,1,19143,4,5,1,5,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,1,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,2,,3,2,2,#NULL!,#NULL!,2,2,2,1,2,#NULL!,2,,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.9038
462,12030745,2021,24-Jun-21,1,1,19123,3,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,6,9,6,1,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.2231
463,13004095,2021,26-Jun-21,1,1,19145,2,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,6,3,4,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,1.4266
464,13008515,2021,25-Jun-21,1,1,19125,4,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,6,3,98,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,3,0.8967
465,12004614,2021,27-Jun-21,1,1,19123,3,5,1,5,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,8,4,3,9,3,3,3,1,1,1,1,2,2,1,2,#NULL!,1,,3,2,2,4,1,2,1,1,2,2,#NULL!,2,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,0.437
466,12025204,2021,26-Jun-21,1,1,19510,,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,2,1,1,7,1,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,0.6952
467,12052670,2021,27-Jun-21,1,1,19149,5,1,2,7,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,4,9,3,2,4,1,7,4,2,1,1,1,1,8,2,1,1,#NULL!,1,,2,1,1,1,4,2,2,1,1,2,#NULL!,97,didnt apply,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,2.7878
468,13010854,2021,26-Jun-21,1,1,19114,1,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,1,9,3,2,1,4,5,2,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,1,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,3,2.0769
469,12042940,2021,27-Jun-21,1,1,19120,5,5,2,11,0,0,0,0,0,0,1,0,,1,3,3,4,9,7,10,3,2,4,7,98,1,1,1,1,1,2,2,2,1,2,#NULL!,2,,3,2,2,1,1,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,2,2,2,1,8,2,2,2,1,2,3,1,2,0.7736
470,12004919,2021,25-Jun-21,1,1,19111,2,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,6,9,2,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.2851
471,12046262,2021,7-Jul-21,1,1,19115,1,4,2,10,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,11,12,9,8,4,6,6,5,4,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.3903
472,12029095,2021,27-Jun-21,1,1,19104,4,1,2,7,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,12,9,6,4,6,3,5,4,4,2,0,1,1,1,1,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.4449
473,13010360,2021,28-Jun-21,1,1,19104,4,3,2,9,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,11,12,9,6,4,6,6,3,2,2,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.229
474,12051681,2021,29-Jun-21,1,1,19133,5,3,2,9,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,4,4,4,1,2,1,1,1,1,2,1,1,2,#NULL!,1,,3,1,1,4,4,1,1,1,2,2,#NULL!,5,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.4004
475,12014261,2021,7-Jul-21,1,1,19143,4,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,3,6,9,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.3535
476,12005745,2021,2-Jul-21,1,1,19152,2,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,6,9,5,1,0,#NULL!,0,1,1,8,8,1,1,#NULL!,2,,2,1,2,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.3615
477,13007237,2021,2-Jul-21,1,1,19137,1,3,1,3,1,0,0,0,0,0,0,0,,1,3,1,3,8,9,9,8,4,3,6,8,2,2,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,1,2,2,#NULL!,2,,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.0624
478,12022202,2021,25-Jun-21,1,1,19124,3,3,2,9,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,2,1,4,4,1,4,3,2,0,1,1,2,2,1,2,#NULL!,1,,3,2,1,1,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.239
479,12015163,2021,8-Jul-21,1,1,19128,1,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,5,8,1,1,0,#NULL!,0,2,2,2,2,2,2,#NULL!,2,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,2,1,8,1,1,1,2,2,2,2,1,1,2,0.9001
480,12003333,2021,7-Jul-21,1,1,19145,2,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,8,4,6,3,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.2782
481,12053742,2021,10-Jul-21,1,1,19111,2,4,1,4,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,6,9,6,4,3,6,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.6595
482,13005576,2021,21-Jun-21,1,1,19148,2,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,3,6,9,2,2,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.6897
483,12049552,2021,23-Jun-21,1,1,19020,,3,2,9,0,0,0,0,0,1,0,0,salvador,1,3,3,4,8,7,9,1,1,4,4,2,1,3,1,1,1,1,1,2,1,2,#NULL!,1,,3,1,2,1,1,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.8118
484,12056942,2021,6-Jul-21,1,1,19115,1,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,25,6,4,6,3,4,2,3,1,1,1,1,2,2,1,2,#NULL!,1,,3,2,2,1,1,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.6828
485,13010040,2021,25-Jun-21,1,1,19130,5,4,2,10,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,6,6,99,1,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.4615
486,13007479,2021,21-Jun-21,1,1,19146,5,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,8,4,6,3,5,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,1.2617
487,13008739,2021,12-Jul-21,1,1,19146,5,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,6,6,9,2,1,2,0,1,1,1,2,1,2,#NULL!,1,,3,1,2,4,4,2,1,1,1,2,#NULL!,2,,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,3,0.4646
488,12026596,2021,23-Jun-21,1,1,19111,2,4,2,10,1,0,0,0,0,0,0,0,,1,3,2,3,8,8,9,5,3,5,5,5,2,0,#NULL!,0,1,1,1,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,1.2742
489,13010114,2021,21-Jun-21,1,1,19107,5,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,3,6,9,2,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,2,4,4,2,2,1,2,2,#NULL!,97,never applied,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.5092
490,13009325,2021,28-Jun-21,1,1,19103,5,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,6,6,7,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,3,0.4646
